GeneName;ID;baseMean;log2FC;pval;padj
15;ENSG00000092841;23.513592;3.7494318;2.9615830509203996e-122;2.7996831774700897e-119
16;ENSG00000196683;22.820837;3.9384317;2.84801566084798e-115;2.4230917242494597e-112
17;ENSG00000276701;22.77854;4.0754576;7.48445589252294e-115;6.064547688912879e-112
18;ENSG00000172757;22.54732;3.725402;1.4267142689402698e-112;1.10349863637671e-109
19;ENSG00000288920;22.528837;4.7442074;2.16571191858282e-112;1.6022501742002298e-109
20;ENSG00000225890;21.961027;4.8594394;6.794673591081638e-107;4.28215428984612e-104
21;ENSG00000111640;21.892567;4.2178297;3.0579686245090695e-106;1.85104661906833e-103
22;ENSG00000133112;21.891148;2.1219923;3.1546986338141496e-106;1.85104661906833e-103
23;ENSG00000067560;21.771626;3.4207208;4.31074202885103e-105;2.44505287876431e-102
24;ENSG00000198830;21.722923;4.0007057;1.2459529986333199e-104;6.8390762015305e-102
25;ENSG00000196262;21.592812;3.446016;2.09850226441208e-103;1.1158785791011198e-100
26;ENSG00000105369;21.56804;2.486094;3.5855715343965597e-103;1.8488510675543e-100
27;ENSG00000124172;21.470797;3.7411535;2.91976193618039e-102;1.46125497370722e-99
28;ENSG00000205542;21.467196;2.7188654;3.15496450404677e-102;1.53385360002457e-99
29;ENSG00000087086;21.28503;2.983628;1.5624774534263797e-100;7.385310096528668e-98
30;ENSG00000232112;21.254284;3.9173956;3.0092042415326194e-100;1.3839086317275398e-97
31;ENSG00000175567;21.247276;4.276321;3.4935846125894293e-100;1.56439041494268e-97
32;ENSG00000230708;21.217249;5.979201;6.618436654817909e-100;2.88767482354825e-97
33;ENSG00000100097;21.12278;5.4384503;4.9117101761474395e-99;2.08944150893312e-96
34;ENSG00000092820;21.093683;2.6238575;9.09028594901625e-99;3.77269038313318e-96
35;ENSG00000226826;21.07155;3.5520294;1.4510144226014998e-98;5.87868128928264e-96
36;ENSG00000215030;20.899025;5.5102596;5.464993115550299e-97;2.1134618830500898e-94
37;ENSG00000177700;20.805664;4.612728;3.84597140064269e-96;1.45428998562969e-93
38;ENSG00000112695;20.744179;4.273062;1.3836822817146497e-95;5.1184212403601e-93
39;ENSG00000276849;20.676868;4.344142;5.595701689317529e-95;2.02588212649845e-92
40;ENSG00000223532;20.55558;4.2397494;6.860530588689729e-94;2.43205809369051e-91
41;ENSG00000105193;20.54941;2.9592202;7.790408479824738e-94;2.70533858556526e-91
42;ENSG00000240972;20.526842;3.6935697;1.23974777466587e-93;4.2191096267429e-91
43;ENSG00000125356;20.522161;4.2543645;1.36508158817344e-93;4.5545545694822e-91
44;ENSG00000034510;20.415249;2.8137877;1.2240838950245899e-92;4.00557914571894e-90
45;ENSG00000188846;20.085411;2.5235212;9.90014147634679e-90;3.1196445807688294e-87
46;ENSG00000149925;19.990969;4.006893;6.600081975216189e-89;2.00548205161212e-86
47;ENSG00000143549;19.863005;3.6065102000000002;8.506486711716391e-88;2.5394101383608102e-85
48;ENSG00000127184;19.840776;3.592914;1.3239782069136498e-87;3.88427813255909e-85
49;ENSG00000161016;19.833782;2.5377135;1.5215592733294598e-87;4.3882801008430804e-85
50;ENSG00000140319;19.708359;3.6110115;1.82797039262787e-86;5.184124033492639e-84
51;ENSG00000173915;19.66089;4.322827;4.66473649068431e-86;1.30123206763089e-83
52;ENSG00000282633;19.550625;4.543789;4.07494663573642e-85;1.11837567667244e-82
53;ENSG00000170296;19.542807;3.9600205;4.7496682924713404e-85;1.28286278832845e-82
54;ENSG00000233841;19.538923;4.5477843;5.12528271762921e-85;1.36268454254967e-82
55;ENSG00000187514;19.424932;2.216876;4.750095056615179e-84;1.2435018074363699e-81
56;ENSG00000127540;19.398653;4.0955243;7.922044617838449e-84;2.04244713965362e-81
57;ENSG00000089009;19.392828;2.5362127;8.872041050028118e-84;2.25323358966087e-81
58;ENSG00000008988;19.27976;3.543461;7.94442404651436e-83;1.98797528787483e-80
59;ENSG00000125534;19.193441;4.3797708;4.1988799340036e-82;1.02068772795722e-79
60;ENSG00000188186;19.067715;4.1969247;4.6833322293221195e-81;1.12241663681895e-78
61;ENSG00000288199;19.03933;3.6422546;8.0552561685880005e-81;1.9037255411762999e-78
62;ENSG00000051523;19.020432;3.18473;1.155291099906e-80;2.69293607616444e-78
63;ENSG00000137154;18.97434;2.325053;2.7798271917148098e-80;6.392099931651249e-78
64;ENSG00000166441;18.87388;3.4720707;1.87044386958807e-79;4.24366305132142e-77
65;ENSG00000106153;18.872759;3.6888387;1.9105811173890702e-79;4.27769056493322e-77
66;ENSG00000163682;18.759594;3.7531924;1.61632005170051e-78;3.57185740256311e-76
67;ENSG00000164919;18.734165;3.7772279;2.60699232656403e-78;5.687254029335059e-76
68;ENSG00000122026;18.73093;2.7837105;2.77027922680501e-78;5.96697105358406e-76
69;ENSG00000112306;18.675165;2.2682488;7.88453631737441e-78;1.67704087470554e-75
70;ENSG00000166710;18.654516;2.4236686;1.16049360341318e-77;2.4378961920591e-75
71;ENSG00000186010;18.610432;3.704672;2.6447700768262898e-77;5.4220973044911e-75
72;ENSG00000197956;18.563725;4.40511;6.3170340805232594e-77;1.2796506180259999e-74
73;ENSG00000231679;18.494358;4.74709;2.2925759294676997e-76;4.5894672959791005e-74
74;ENSG00000285246;18.226748;4.1025686;3.16602649045253e-74;6.264314739713979e-72
75;ENSG00000089157;18.187475;2.2736197;6.4858927062015706e-74;1.26855115274398e-71
76;ENSG00000197756;18.168814;2.9421723;9.11479558403414e-74;1.76247001884006e-71
77;ENSG00000130066;18.05686;3.7530167;6.967542059044661e-73;1.31732995196338e-70
78;ENSG00000226492;17.997473;3.703142;2.03916421872497e-72;3.81301300503561e-70
79;ENSG00000117450;17.976572;4.1482625;2.97311158661294e-72;5.4989637780223694e-70
80;ENSG00000198258;17.938402;3.8302147;5.913008158591999e-72;1.08188975082367e-69
81;ENSG00000126267;17.891916;3.884171;1.36337282764079e-71;2.46799489735486e-69
82;ENSG00000103363;17.776209;3.7947042;1.08042598413572e-70;1.93521353116352e-68
83;ENSG00000156467;17.753925;3.7104378;1.6071807557461998e-70;2.8487278895601403e-68
84;ENSG00000126432;17.698215;3.9087377;4.32811104442734e-70;7.59248840535832e-68
85;ENSG00000136942;17.692232;3.0357566;4.8130882455196396e-70;8.35709281487369e-68
86;ENSG00000169567;17.661436;3.3233953;8.30970911116806e-70;1.42826272965289e-67
87;ENSG00000166295;17.632187;4.012341;1.3946809347165899e-69;2.37318907851375e-67
88;ENSG00000221983;17.62634;3.198244;1.54655610676725e-69;2.6055642289853102e-67
89;ENSG00000116251;17.49076;3.0414639;1.6849473510900401e-68;2.81088863981844e-66
90;ENSG00000196154;17.46394;4.5502977;2.69662340548485e-68;4.45492658910002e-66
91;ENSG00000129562;17.414482;4.043769;6.40650399157033e-68;1.0382197325767701e-65
92;ENSG00000102007;17.408237;3.9123542;7.14508849910525e-68;1.14698892359222e-65
93;ENSG00000174748;17.358751;2.538035;1.6936565169282502e-67;2.66844993444918e-65
94;ENSG00000278229;17.286665;3.1959014;5.92853770737201e-67;9.25504565400387e-65
95;ENSG00000170315;17.258356;3.4872105;9.682976881199271e-67;1.49786849645897e-64
96;ENSG00000177600;17.157127;2.5197024;5.5595841255594e-66;8.52269220545214e-64
97;ENSG00000110700;17.139858;2.4537983;7.48340532979593e-66;1.13694308117685e-63
98;ENSG00000130592;17.12571;3.2552984;9.54381797837566e-66;1.43714696212425e-63
99;ENSG00000130755;17.060478;3.8023798;2.9215578142588403e-65;4.3608094532831997e-63
0;ENSG00000121966;28.013416;3.5105608;1.1153175572898499e-172;1.8978243554844096e-168
1;ENSG00000133639;26.061974;1.6682818;9.843282554641259e-150;8.374664797488789e-146
2;ENSG00000228987;24.64217;5.679206;4.46493050875151e-134;2.53250858456386e-130
3;ENSG00000227993;22.919502;5.250158;2.96947090830597e-116;1.0105703395146899e-112
4;ENSG00000229074;21.749102;5.3422236;7.044572523637421e-105;1.99784076770357e-101
5;ENSG00000211592;20.649675;4.273707;9.827806254793747e-95;2.09037439039463e-91
6;ENSG00000236884;20.171568;4.7637343;1.74034881263953e-90;3.2904194884304694e-87
7;ENSG00000140264;19.868357;2.7803998;7.64654440076738e-88;1.3011359952345797e-84
8;ENSG00000265972;18.757792;1.9320048;1.6720382053514998e-78;2.37095017518843e-75
9;ENSG00000034510;18.12038;2.5699863;2.2006730739368e-73;2.6747609304363297e-70
10;ENSG00000198830;17.84453;2.610496;3.18777244229754e-71;3.3901959923834303e-68
11;ENSG00000169442;17.77934;2.5447054;1.0217457543038299e-70;1.02270739736671e-67
13;ENSG00000211899;16.5457;2.8349254;1.7195299183368e-61;1.46297605452095e-58
14;ENSG00000228299;16.130604;4.2204103;1.5549398494244101e-58;1.2026752944457198e-55
15;ENSG00000226260;15.048686;2.0260882;3.52159764638937e-51;2.39694022203846e-48
16;ENSG00000104904;14.982764;2.418831;9.51749436773619e-51;6.22883400620765e-48
17;ENSG00000225890;14.879212;3.298997;4.49763957427417e-50;2.83451240725368e-47
18;ENSG00000105369;14.759162;1.9570647;2.6859697131587997e-49;1.6323021656825102e-46
19;ENSG00000092841;14.538535;2.0696917;6.90544922050344e-48;3.9167707978695496e-45
20;ENSG00000233490;14.247979;3.2501004;4.61440863488428e-46;2.5328637848771293e-43
21;ENSG00000230708;14.210612;4.069824;7.87336435059681e-46;4.186661493429849e-43
22;ENSG00000162511;14.131083;1.534317;2.4435990767593197e-45;1.2229494673569599e-42
23;ENSG00000100721;13.187108;3.325301;1.0410241350779e-39;4.78758558986096e-37
24;ENSG00000170315;13.068823;1.736565;4.96272482396718e-39;2.2222559369638298e-36
25;ENSG00000175567;12.400345;2.1194177;2.60201770562356e-35;9.62520288671533e-33
26;ENSG00000066923;12.341761;3.3663642;5.39625835240262e-35;1.9129735859267301e-32
27;ENSG00000132475;12.318224;1.080877;7.226875128103179e-35;2.45945014359607e-32
28;ENSG00000236418;12.119454;2.816726;8.33119710856077e-34;2.7262240384475e-31
29;ENSG00000137818;11.90529;1.5922638;1.11076361834825e-32;3.5001395795951694e-30
30;ENSG00000077238;11.694535;2.7663524;1.3592952876092899e-31;3.98789114033787e-29
31;ENSG00000099622;11.523631;1.388543;1.0029394503135399e-30;2.75258349782825e-28
32;ENSG00000232112;11.347758;1.6487676;7.608836508775779e-30;1.96169639444437e-27
33;ENSG00000008952;11.346321;1.5928876;7.73494995625111e-30;1.96444639485924e-27
34;ENSG00000206240;11.252655;2.2931573;2.24724035488107e-29;5.46272026837947e-27
35;ENSG00000051523;11.204178;1.4957134;3.8894752145246e-29;9.32159299300713e-27
37;ENSG00000104921;11.094249;2.3045098999999998;1.33779063975486e-28;3.03517940347584e-26
38;ENSG00000205542;10.833131;1.7518836;2.39812979585405e-27;5.23161238541699e-25
39;ENSG00000162894;10.804782;1.7453456;3.26732373933765e-27;7.037567183363219e-25
40;ENSG00000007312;10.676554;1.8371496;1.31046435971515e-26;2.75294586974234e-24
41;ENSG00000143947;10.62923;1.6832721;2.17904331461609e-26;4.46730133030209e-24
42;ENSG00000122026;10.414724;1.8934237;2.1241277269846e-25;4.1072906139056694e-23
43;ENSG00000159140;10.390012;1.0139438;2.7531787007225497e-25;5.20534319683277e-23
44;ENSG00000231679;10.377507;2.758998;3.13864708019165e-25;5.86892513368584e-23
45;ENSG00000124172;10.374396;1.7486701;3.2425462239147295e-25;5.9973007115362e-23
46;ENSG00000023445;10.250005;1.8119649;1.18337743117009e-24;2.0975364967489898e-22
47;ENSG00000087086;10.233656;1.791821;1.4012733703959301e-24;2.45815130625331e-22
49;ENSG00000172183;9.892381;1.4318113;4.49214150875518e-23;7.56814652603744e-21
50;ENSG00000161016;9.865904;1.8218517;5.85049776310066e-23;9.66524950843891e-21
51;ENSG00000142227;9.801897;2.0023208;1.1049096859322498e-22;1.80780223229069e-20
52;ENSG00000282657;9.777761;1.7242079;1.40278617775701e-22;2.27331520006794e-20
54;ENSG00000139644;9.666131;1.1128051;4.19953732691996e-22;6.55590157384129e-20
55;ENSG00000187514;9.639683;1.4525789;5.43556249952602e-22;8.332570404678799e-20
56;ENSG00000288920;9.548629;2.1927404;1.31423566806017e-21;1.99669947568855e-19
57;ENSG00000277359;9.456693;2.174061;3.17835939606975e-21;4.786102963143619e-19
58;ENSG00000089009;9.43292;1.6717715;3.988253533848e-21;5.95299316946997e-19
59;ENSG00000105372;9.42302;1.9250518;4.38294833779825e-21;6.485239036171739e-19
60;ENSG00000127184;9.369604;1.3635011;7.280522383105111e-21;1.06797731785273e-18
61;ENSG00000231500;9.121269;2.556079;7.42499113716362e-20;1.0189003966933601e-17
63;ENSG00000188404;8.950521;1.7507515;3.5380846268390895e-19;4.59572885574763e-17
64;ENSG00000112695;8.804492;1.2876323;1.31446385951454e-18;1.64462625246319e-16
65;ENSG00000092820;8.731211;1.2866501;2.51960497659183e-18;3.12945972859026e-16
66;ENSG00000170296;8.639324;1.0572119;5.6546365667211696e-18;6.82406353328564e-16
67;ENSG00000116251;8.634997;1.8410416;5.87285457365634e-18;7.03749953699551e-16
68;ENSG00000105640;8.559047;1.6392004;1.13804621078533e-17;1.3447912724113301e-15
69;ENSG00000276849;8.415018;1.5762507;3.92835066304836e-17;4.456320992162061e-15
70;ENSG00000166295;8.400476;1.3347139;4.44669035300205e-17;5.01091940706509e-15
71;ENSG00000226826;8.332733;1.4505895;7.8997216454955e-17;8.78572964181381e-15
72;ENSG00000215030;8.293623;2.2098446;1.0985066966638001e-16;1.19821730451483e-14
73;ENSG00000255302;8.262356;1.5732367;1.42825528781544e-16;1.5479740113036602e-14
74;ENSG00000274950;8.19879;2.0110195;2.42819592997424e-16;2.5663467046237e-14
75;ENSG00000164104;8.087301;2.1271281;6.10010224103975e-16;6.0348453333449e-14
76;ENSG00000184897;8.073316;2.594615;6.841428870607101e-16;6.69044561277301e-14
77;ENSG00000089157;8.056334;1.5740427;7.86168474701135e-16;7.644253008865431e-14
78;ENSG00000223865;8.03765;1.5578489;9.15775002796124e-16;8.85387923157889e-14
79;ENSG00000183291;8.02617;1.4153119;1.0056293365986501e-15;9.6676772833687e-14
80;ENSG00000170873;7.977579;1.3861909;1.4923136398600901e-15;1.4265847694303e-13
81;ENSG00000166710;7.793436;1.9626203;6.5211013092817e-15;5.99800323668851e-13
85;ENSG00000172757;7.4830155;1.295517;7.26363189527848e-14;6.33835694000301e-12
86;ENSG00000206237;7.437699;2.0511303;1.02454452988106e-13;8.84956838601831e-12
87;ENSG00000100162;7.298275;3.0130785;2.91480857112113e-13;2.38453762722102e-11
88;ENSG00000215845;7.077598;1.3300905;1.4667437790602e-12;1.13963982394924e-10
89;ENSG00000233841;7.0440392;1.4653149;1.86745464140022e-12;1.43785557366815e-10
90;ENSG00000149806;6.8974767;1.6210032;5.29343484682069e-12;3.8657977404936005e-10
91;ENSG00000102445;6.8798895;1.1779792;5.98990491878998e-12;4.35573598709959e-10
92;ENSG00000257473;6.871569;1.9679377;6.3499524137532996e-12;4.57842331662822e-10
93;ENSG00000163682;6.810537;1.2811272;9.72351640631827e-12;6.92281820794609e-10
94;ENSG00000174748;6.7585154;1.3548518;1.3941281411966299e-11;9.72232969286961e-10
95;ENSG00000129562;6.746587;1.524136;1.5136377714514498e-11;1.0512677681231802e-9
97;ENSG00000224103;6.597284;1.1453624;4.18759000523511e-11;2.77260823070352e-9
98;ENSG00000197756;6.5087852;1.5319847;7.57609376882973e-11;4.8102541630748805e-9
99;ENSG00000105193;6.449034;1.6422117;1.12565157749214e-10;7.0679288718104404e-9
0;ENSG00000198840;33.245636;2.8490932;2.36029417357657e-242;4.01627656575789e-238
1;ENSG00000228253;32.85666;3.1224413;9.150371952619228e-237;7.785136457288441e-233
2;ENSG00000198886;32.626835;2.6895163;1.70799105598163e-233;9.687725269527809e-230
3;ENSG00000248527;32.39753;5.1574664;2.97373885714127e-230;1.2650285098278997e-226
4;ENSG00000198899;31.809204;2.4484842000000002;4.8288170562709386e-222;1.6433430205901299e-218
5;ENSG00000212907;31.636446;2.346401;1.1649844455682798e-219;3.3038958876316496e-216
6;ENSG00000198712;31.572876;1.9631754;8.704342449812538e-219;2.1159013018001496e-215
7;ENSG00000198938;29.000834;1.7388071;6.422087733870509e-185;1.3659780609942598e-181
8;ENSG00000198888;28.872992;2.3981063;2.6073735098360696e-183;4.0333697857609604e-180
9;ENSG00000198804;26.879738;1.7211545;3.7897880212377894e-159;2.2236907920476597e-156
10;ENSG00000198727;26.737038;1.6561542;1.7471967193752598e-157;9.009181629360409e-155
11;ENSG00000198786;26.441551;2.4721632;4.563628387065459e-154;1.8940170886416097e-151
12;ENSG00000255823;26.049648;1.8637081;1.3577175774470298e-149;4.529984764282089e-147
13;ENSG00000163864;25.375025;4.977396;4.75888540291605e-142;1.3274949838691698e-139
14;ENSG00000137959;25.269592;8.562867;6.89911690910635e-141;1.8934737633121598e-138
15;ENSG00000173212;24.418507;4.7547584;1.0877580064388999e-131;2.60694228698089e-129
16;ENSG00000144649;24.393265;2.9771106;2.0161609960399998e-131;4.6995884258379e-129
17;ENSG00000132274;24.188644;4.758924;2.92958572957838e-129;6.39100394544945e-127
18;ENSG00000269028;23.976746;1.4892459;4.86233065312393e-127;1.0089929072384999e-124
19;ENSG00000198763;22.706524;1.644372;3.8621910943203096e-114;6.50683600603509e-112
20;ENSG00000156738;20.782894;1.715414;6.18173871591434e-96;8.765705499166529e-94
21;ENSG00000196911;19.79801;4.5514874;3.0968589768591596e-87;4.05355018078734e-85
22;ENSG00000132530;19.550213;5.959099;4.10804463968274e-85;5.295642999154649e-83
23;ENSG00000079950;19.412415;4.2612863;6.0611229708330395e-84;7.69672152773843e-82
24;ENSG00000122566;19.271065;1.3665386;9.398145025734839e-83;1.1672907719555e-80
25;ENSG00000100201;18.767607;3.4564226;1.39010357116454e-78;1.68957159763827e-76
26;ENSG00000197563;18.632181;4.0571704;1.76192858612282e-77;2.0820122792684698e-75
27;ENSG00000173821;18.599962;4.2481074;3.2153721623899797e-77;3.7474501859745093e-75
28;ENSG00000133138;18.186123;4.4559207;6.64792875450591e-74;7.39353958736422e-72
29;ENSG00000150477;17.486166;3.679018;1.82636821527224e-68;1.90659396018849e-66
30;ENSG00000069493;17.36331;4.232743;1.56438649006726e-67;1.60359039246895e-65
31;ENSG00000228080;16.735506;5.3975353;7.22416702337615e-63;7.06473713044647e-61
32;ENSG00000111913;16.426245;2.2612598;1.2411043826411098e-60;1.16677525828846e-58
33;ENSG00000173200;15.910943;3.3645084;5.320569533981139e-57;4.81568144628846e-55
34;ENSG00000285048;15.800104;4.04587;3.1060159901521e-56;2.7527066712723003e-54
35;ENSG00000069869;15.459746;3.872033;6.48534203141613e-54;5.6303357146212706e-52
36;ENSG00000104164;15.431771;2.8951495;1.00085211491806e-53;8.64492364844959e-52
37;ENSG00000198695;15.407621;2.8201063;1.45468386166885e-53;1.2501464944523801e-51
38;ENSG00000143951;14.910064;4.0828853;2.83480919964752e-50;2.3190919875578003e-48
39;ENSG00000145416;14.89274;2.6567621;3.67399618019573e-50;2.99123057426844e-48
40;ENSG00000157601;14.779725;4.187497;1.97973068118921e-49;1.5815538624936902e-47
41;ENSG00000048740;14.729455;2.648984;4.17053549556164e-49;3.30073637174311e-47
42;ENSG00000135655;14.576638;2.2413054;3.95517666460314e-48;3.0453070644745203e-46
43;ENSG00000173193;14.021726;2.839827;1.1478839538948799e-44;8.311656748712858e-43
44;ENSG00000067066;13.963814;1.263822;2.5918495473503596e-44;1.86088235855332e-42
45;ENSG00000129003;13.908895;2.5925403;5.593743402670469e-44;3.9495077900348896e-42
46;ENSG00000133131;13.741609;3.721321;5.719047700690358e-43;3.98833260962898e-41
47;ENSG00000117616;13.653477;2.5616868;1.9247152598560497e-42;1.3313396285248198e-40
48;ENSG00000065413;13.554396;2.494051;7.462381045503349e-42;5.09959340844518e-40
49;ENSG00000152601;13.527345;1.3246218;1.07849103649456e-41;7.311395807566289e-40
50;ENSG00000160229;13.466119;3.129824;2.47539838304529e-41;1.67148328912296e-39
51;ENSG00000075884;13.212526;2.473928;7.42887316883207e-40;4.88068362319871e-38
52;ENSG00000244754;12.986305;2.0515275;1.46321843399376e-38;9.39551881993881e-37
53;ENSG00000262418;12.968187;2.237365;1.8536224855732e-38;1.1813198582214798e-36
55;ENSG00000134884;12.841429;1.1933255;9.60841818078075e-38;6.0109133736825395e-36
56;ENSG00000184305;12.659706;4.3140054;9.88691820921065e-37;5.965808519430089e-35
57;ENSG00000177409;12.512608;4.2898936;6.3698216831814e-36;3.7635029778130097e-34
58;ENSG00000177570;12.444334;3.2373872;1.50130472935016e-35;8.80903492228358e-34
59;ENSG00000117020;12.294274;3.2777085;9.72263854372266e-35;5.57038442626211e-33
60;ENSG00000150995;12.178373;3.029048;4.05286425915433e-34;2.30647285062776e-32
61;ENSG00000181722;12.118514;2.7371793;8.42736192322374e-34;4.73267295331931e-32
62;ENSG00000132842;12.076039;2.4483445;1.4136637177244599e-33;7.88685305599978e-32
63;ENSG00000228284;11.779912;2.9927561;4.95449883823754e-32;2.6763730867127e-30
64;ENSG00000165805;11.692398;3.0197082;1.3939440846390298e-31;7.3207878222894e-30
65;ENSG00000012124;11.626423;2.2462468;3.02510320069089e-31;1.57416379397419e-29
66;ENSG00000170581;11.532992;3.7918572;8.99617965366685e-31;4.6387573632362197e-29
67;ENSG00000183878;11.465742;2.8849924;1.96071886922925e-30;9.92964055916813e-29
69;ENSG00000134250;11.351856;2.4167438;7.260443149072449e-30;3.6229824230092897e-28
70;ENSG00000055332;11.102364;3.0890727;1.2216905002282399e-28;5.8558550850376796e-27
71;ENSG00000133106;10.922915;3.5070522;8.95730535780714e-28;4.17582213612181e-26
72;ENSG00000225201;10.702781;2.609806;9.87693524811751e-27;4.44618862915258e-25
73;ENSG00000079482;10.647143;2.9835968;1.7979822153359799e-26;8.009022349779319e-25
74;ENSG00000163565;10.235558;2.36773;1.3740198630444501e-24;5.78720841325851e-23
75;ENSG00000152818;10.145012;1.9371107;3.48734295924968e-24;1.44733238523397e-22
77;ENSG00000135899;9.947714;1.5779458;2.5804411030582e-23;1.04049255473077e-21
78;ENSG00000023445;9.933749;1.6634799;2.9687963875863e-23;1.1942562489637901e-21
79;ENSG00000278174;9.741604;2.9544835;2.0036737690100798e-22;7.74875292124444e-21
80;ENSG00000003402;9.656388;2.3563058;4.61861872108829e-22;1.76607676759637e-20
81;ENSG00000173575;9.654563;1.3598222;4.7015867424113e-22;1.79377130064732e-20
82;ENSG00000110848;9.629008;1.0805204;6.03085920888749e-22;2.28046889552066e-20
83;ENSG00000276262;9.622175;2.7101357;6.44536090026726e-22;2.4318017977593698e-20
84;ENSG00000136573;9.616525;1.4820627;6.80927126233732e-22;2.56341946460026e-20
86;ENSG00000204869;9.510595;3.0267422;1.89574207480424e-21;6.99738549780237e-20
87;ENSG00000162654;9.500486;3.428833;2.08911801073902e-21;7.66130001524463e-20
88;ENSG00000104880;9.497219;1.9316405;2.15570838151643e-21;7.88850189674914e-20
89;ENSG00000064313;9.436314;2.3293984;3.86125818658502e-21;1.40092045422027e-19
90;ENSG00000138496;9.425326;3.5407686;4.28769374373155e-21;1.5490317779901499e-19
91;ENSG00000179583;9.3321705;2.3659081;1.03724647475954e-20;3.66939418181045e-19
92;ENSG00000100941;9.241572;1.2363051;2.4290140429531398e-20;8.5220830834826e-19
93;ENSG00000146192;9.227004;2.4856882;2.7830605680568896e-20;9.72413934826612e-19
94;ENSG00000173889;9.092688;2.2563112;9.662062098859719e-20;3.29478253856106e-18
95;ENSG00000174749;9.049389;2.4720514;1.4377080248022498e-19;4.863626192849919e-18
96;ENSG00000125740;8.9995165;2.2027943;2.2671444881279597e-19;7.624057432803439e-18
97;ENSG00000131002;8.992141;2.605599;2.4246102398043e-19;8.13750844980473e-18
98;ENSG00000042980;8.98617;1.3866583;2.5599575279729497e-19;8.541222999213279e-18
99;ENSG00000184384;8.970968;2.6000607;2.93918392868228e-19;9.76819408798e-18
0;ENSG00000198804;31.1068;2.1966255;1.9489770210249396e-212;3.3163792989760298e-208
1;ENSG00000198938;30.15921;1.8908991;8.12274903135771e-200;6.91083487587914e-196
2;ENSG00000212907;29.765985;2.170698;1.07712132749864e-194;6.109432169572259e-191
3;ENSG00000198712;28.705746;1.6707064;3.2344648507287495e-181;1.37594134750001e-177
4;ENSG00000255823;28.311424;2.2218626;2.49998724107368e-176;8.50795657882195e-173
5;ENSG00000198786;28.033962;2.7175903;6.266469566214519e-173;1.77717076897844e-169
6;ENSG00000198727;27.755657;1.7341994;1.4890113019310997e-169;3.619573759094229e-166
7;ENSG00000198886;26.040016;1.8836162;1.7455761576186998e-149;3.3003026553377496e-146
8;ENSG00000269028;25.013374;1.5874711;4.37322377014258e-138;3.91656714067085e-135
9;ENSG00000198840;24.11357;1.7431014;1.8012566001474698e-128;6.38545464752277e-126
10;ENSG00000228253;21.563372;1.7610035;3.96634121440959e-103;7.41662220927401e-101
11;ENSG00000198899;21.385958;1.4054171;1.80541434031302e-101;3.2681840866772698e-99
12;ENSG00000198888;21.110743;1.5991533;6.3368740336487395e-99;1.08917422784411e-96
13;ENSG00000198695;21.02906;3.911547;3.5561876752588895e-98;5.99129598833715e-96
14;ENSG00000116191;20.522827;2.5808837;1.3465108292094998e-93;2.22448818153679e-91
15;ENSG00000198763;19.347776;1.258664;2.12828045427828e-83;3.14911480086949e-81
16;ENSG00000153064;18.390486;2.0047703;1.56571205980876e-75;2.16602897639885e-73
17;ENSG00000230006;16.676155;6.507762;1.95396162755465e-62;2.24652777395067e-60
18;ENSG00000162924;15.781129;1.3059711;4.19615450974991e-56;4.3537661669454e-54
19;ENSG00000101596;15.393825;2.0251756;1.80067297664507e-53;1.81303262547885e-51
20;ENSG00000167483;15.326598;2.4079335;5.07895334703639e-53;5.08373353842183e-51
22;ENSG00000144218;14.994088;1.9894308;8.02567733084515e-51;7.759370764867109e-49
23;ENSG00000196352;14.372666;3.0781114;7.68154877136606e-47;6.84341538709764e-45
24;ENSG00000168066;13.610957;1.5137606;3.44700403442943e-42;2.7537192793357396e-40
25;ENSG00000112182;13.053241;3.278598;6.09004258567443e-39;4.40970913352494e-37
26;ENSG00000248527;12.84654;1.5974087;8.99439347879592e-38;6.40370708933855e-36
27;ENSG00000137478;12.432356;3.0609298;1.7441694309375998e-35;1.15034058282303e-33
28;ENSG00000262418;11.855322;1.8761581;2.01946549128345e-32;1.2541322919591e-30
29;ENSG00000117616;11.459896;1.9239886;2.0976634857464497e-30;1.22659250424267e-28
30;ENSG00000229215;11.299768;2.3750255;1.31564189983552e-29;7.412901512450739e-28
31;ENSG00000141298;10.734691;2.218784;6.99530088429186e-27;3.68520247204676e-25
32;ENSG00000135074;10.71663;3.3509722;8.50456945392254e-27;4.45273088701372e-25
34;ENSG00000163513;10.13567;2.820508;3.83735512219933e-24;1.81378985442622e-22
35;ENSG00000151092;9.590676;2.6786995;8.750944631396779e-22;3.75078271657047e-20
36;ENSG00000121210;9.515943;2.3780186;1.80072970769786e-21;7.660304176546699e-20
37;ENSG00000048471;8.986364;1.9147071;2.5554479702611797e-19;9.8826142413555e-18
38;ENSG00000153234;8.911423;2.305843;5.03816879172e-19;1.90934254253692e-17
39;ENSG00000112232;8.779801;2.958592;1.63764120746139e-18;6.04470776272518e-17
40;ENSG00000204287;8.679629;2.7528949;3.9706073135704294e-18;1.4194086984813899e-16
42;ENSG00000065413;8.160082;1.2130644;3.34798142724469e-16;1.08101047373806e-14
43;ENSG00000198382;7.6495295;1.3502662;2.01715727273006e-14;6.05360637615075e-13
44;ENSG00000167604;7.642865;2.1683857;2.12440102046901e-14;6.36422671906703e-13
45;ENSG00000141027;7.6228724;1.7227281;2.4809202200760202e-14;7.41921589891275e-13
