GeneName;ID;baseMean;log2FC;pval;padj
65;ENSG00000156482;14.611637;1.8360213;2.3676079646663002e-48;5.3716289502348996e-46
66;ENSG00000226651;14.563005;3.0251265;4.82871289537757e-48;1.08112340299664e-45
67;ENSG00000197728;14.469744;3.244586;1.88172515142983e-47;4.1583682047701194e-45
68;ENSG00000228253;14.387549;1.300488;6.19524783773045e-47;1.33440933173192e-44
69;ENSG00000140105;14.357063;5.088814;9.62190030879269e-47;2.0465781956801994e-44
70;ENSG00000234794;14.169564;5.517816;1.41374811343891e-45;2.8983539636477693e-43
71;ENSG00000204592;14.158146;3.2548032;1.66324787109049e-45;3.3692649731518793e-43
72;ENSG00000186470;14.122608;4.682833;2.7559805703666098e-45;5.517148868865679e-43
73;ENSG00000163565;14.088532;4.008851;4.46748508868252e-45;8.839386775467639e-43
74;ENSG00000110958;14.044577;3.6010098;8.31639340759553e-45;1.6265718416511e-42
76;ENSG00000161970;13.972476;2.2221367;2.29506269113516e-44;4.29151502773141e-42
77;ENSG00000230669;13.951691;3.5817235;3.07235944414527e-44;5.6825291632147694e-42
78;ENSG00000171858;13.902948;2.1349812;6.078499481269249e-44;1.1121693244438399e-41
79;ENSG00000196126;13.774499;4.1523304;3.628913022693859e-43;6.49995620991144e-41
80;ENSG00000104904;13.616657;3.2716606;3.18828757317288e-42;5.5929795201144e-40
81;ENSG00000162654;13.549078;4.674525;8.023110003489339e-42;1.3930738757079e-39
82;ENSG00000231939;13.460688;4.4906993;2.6642439549206697e-41;4.57927021585153e-39
83;ENSG00000034510;13.340213;2.3748064;1.3507344086656398e-40;2.27565313840144e-38
84;ENSG00000086730;13.319564;3.8202205;1.7814522906446899e-40;2.9718815860402e-38
85;ENSG00000145088;13.258352;4.0377364;4.03669516497393e-40;6.66877717739771e-38
86;ENSG00000100316;13.203199;2.201673;8.408601038692249e-40;1.37577649302296e-37
87;ENSG00000156976;13.144201;3.100424;1.83734888627865e-39;2.97755510942072e-37
88;ENSG00000087086;13.1338005;2.5501177;2.10806500567138e-39;3.38404095627398e-37
89;ENSG00000180573;13.132681;4.668996;2.13947198534758e-39;3.40236030866116e-37
90;ENSG00000213719;13.064666;2.696385;5.24146010546426e-39;8.25821158838702e-37
91;ENSG00000204642;12.912951;3.6558368;3.80432325474281e-38;5.83192472997331e-36
92;ENSG00000168439;12.908567;4.787631;4.0272380909084e-38;6.118525299544409e-36
93;ENSG00000112576;12.884773;3.450768;5.48364373837348e-38;8.25749396921797e-36
94;ENSG00000117091;12.8741665;3.1363888;6.29144067465752e-38;9.39080302806775e-36
95;ENSG00000163468;12.820732;3.7253215;1.2550933117103998e-37;1.82535622154395e-35
96;ENSG00000096384;12.770136;2.3583028;2.40734693403526e-37;3.44230381760873e-35
97;ENSG00000229117;12.661507;1.584298;9.66272772723454e-37;1.37017479172186e-34
98;ENSG00000211899;12.633687;2.6004071;1.3767367707781298e-36;1.93607875136866e-34
99;ENSG00000131401;12.52675;3.4961767;5.3302772816485193e-36;7.37398359549034e-34
0;ENSG00000282045;24.033594;13.529525;1.23925569981693e-127;2.1087174988084898e-123
1;ENSG00000211972;23.901987;13.2772455;2.92041028124083e-126;2.4846850672796997e-122
2;ENSG00000282593;21.72152;12.807988;1.28458103350416e-104;7.28614362203562e-101
3;ENSG00000198502;7.2825255;3.0176811;3.27628027745254e-13;1.3937296300283102e-9
4;ENSG00000116191;6.155469;1.46154;7.48555626426534e-10;1.81963179132484e-6
5;ENSG00000196126;5.97481;1.7996082;2.3035847492917e-9;4.89972476174345e-6
7;ENSG00000114861;5.5578322;1.1399261;2.73145414376505e-8;2.71963807174826e-5
12;ENSG00000112182;4.8189454;1.8745806;1.44319166091482e-6;4.7225671734858e-4
13;ENSG00000206305;4.7986903;1.9576967;1.59706512338037e-6;5.0325296554519e-4
14;ENSG00000167483;4.6182094;1.3056778;3.87066045482888e-6;0.0010646455949282
15;ENSG00000145349;4.617753;1.689492;3.87917412350426e-6;0.0010646455949282
16;ENSG00000079950;4.5099607;1.5550653;6.4839705216683e-6;0.00164673496114489
17;ENSG00000135074;4.445047;2.0838938;8.78727067911792e-6;0.0020482766832311
18;ENSG00000196352;4.4179068;1.5610944;9.96613542699514e-6;0.0022916724381858
19;ENSG00000137478;4.4043922;1.6925383;1.0608075348146e-5;0.00235739142545075
20;ENSG00000227715;4.278158;1.8598391;1.88446281800874e-5;0.00348543688165617
21;ENSG00000163513;4.271017;1.7869946;1.94583559241549e-5;0.00349993167855566
22;ENSG00000133872;4.1318245;1.274521;3.59895516674822e-5;0.00572334776798015
26;ENSG00000133789;3.8234847;1.0112759;1.3157878225436e-4;0.0172226504526177
28;ENSG00000122986;3.6957486;1.1898396;2.1923986183953e-4;0.0260880104130177
30;ENSG00000198382;3.586866;1.1374837;3.3467632839926e-4;0.0365054641284735
31;ENSG00000143297;3.55432;1.542266;3.7895765483999e-4;0.040302146592233
34;ENSG00000206240;3.3821924;1.5240321;7.1909791627003e-4;0.0699209722471483
35;ENSG00000188404;3.3664978;1.153431;7.6129193893834e-4;0.0735570590173625
39;ENSG00000134250;3.1564963;1.0682589;0.00159676929549828;0.137921961077151
40;ENSG00000121210;3.113784;1.2050829;0.00184704593476463;0.156364843910224
42;ENSG00000012983;3.0791028;1.6795979;0.00207625092188161;0.171880535543564
45;ENSG00000236693;3.0465791;1.7624334;0.00231461520161936;0.185780623918656
46;ENSG00000005059;3.022676;1.6280931;0.00250550406260782;0.200158014691712
47;ENSG00000177885;3.0159576;1.0235273;0.00256169035174486;0.203690294510703
48;ENSG00000127603;3.0033886;1.1819023;0.00266991183085345;0.210011957161916
49;ENSG00000141027;2.9706204;1.0541921;0.00297198824988162;0.225764964553507
50;ENSG00000227993;2.9458718;1.2049215;0.00322045773315287;0.241882029317606
51;ENSG00000140391;2.888811;1.3316756;0.00386701326885584;0.280004671416387
52;ENSG00000288353;2.8853295;1.3065577;0.00391004077388162;0.281505721573027
53;ENSG00000048471;2.8762865;1.0748796;0.00402384145767348;0.287687757326773
54;ENSG00000257473;2.8570883;1.3055563;0.00427546757057247;0.300786654985238
56;ENSG00000147535;2.855609;1.0469216;0.00429543706872431;0.300786654985238
59;ENSG00000147050;2.8146987;1.374741;0.0048822971871839704;0.325792819361264
60;ENSG00000167004;2.764434;1.0563091;0.00570216199694626;0.367530259621354
61;ENSG00000082293;2.7603076;1.1536586;0.00577469783370889;0.369406986234551
63;ENSG00000231679;2.7167165;1.218889;0.00659330338959412;0.410958426656899
64;ENSG00000134882;2.7013001;1.1208105;0.0069068966842887;0.42582519557919
65;ENSG00000237022;2.6851609;1.1208935;0.00724949241657548;0.437437457306555
66;ENSG00000100721;2.6527152;1.1573694;0.0079847235369867;0.475063131836943
67;ENSG00000179583;2.623862;1.0120816;0.008693896832911;0.503181457512971
68;ENSG00000271699;2.613629;1.1148254;0.00895862546447966;0.513265895298269
69;ENSG00000227507;2.603941;1.0203054;0.00921586441576491;0.52623204328408
70;ENSG00000206435;2.5864778;1.3380841;0.00969623992983267;0.548143583541637
71;ENSG00000152558;2.5798485;1.0538026;0.00988436465513552;0.555090260632957
72;ENSG00000159023;2.568314;1.0698792;0.0102194520240531;0.568829015050727
75;ENSG00000188641;2.5509288;1.4401764;0.0107436248418176;0.587824824142665
76;ENSG00000077044;2.5380485;1.1939522;0.0111472539484361;0.598364899642234
78;ENSG00000182568;2.5180938;1.565438;0.0117991862603305;0.62352470001796
79;ENSG00000096150;2.508239;1.5878216;0.0121334585698021;0.635330555955947
80;ENSG00000275565;2.50082;1.0721221;0.0123906160094199;0.644766733994769
83;ENSG00000140199;2.4945133;1.4403683;0.0126130029973931;0.644917204800017
91;ENSG00000280873;2.4295552;1.0710036;0.015117366083374;0.734963146499118
95;ENSG00000175309;2.4055517;1.3422146;0.0161480638971529;0.763265153538761
0;ENSG00000281565;20.186516;12.454453000000001;1.28620409599893e-90;1.2854735793213699e-86
1;ENSG00000253818;20.178558;12.464178;1.51089983465136e-90;1.2854735793213699e-86
2;ENSG00000211644;18.86158;12.888316;2.3606020466239603e-79;1.3389334808451097e-75
3;ENSG00000230708;11.383517;5.544387;5.0520172693399896e-30;2.14912814637723e-26
4;ENSG00000228987;10.981356;4.4855347;4.69822150502068e-28;1.59889874258864e-24
5;ENSG00000227993;10.104139;4.406792;5.29583569574866e-24;1.2873420028408499e-20
6;ENSG00000215030;9.515335;4.4628954;1.81128794008117e-21;3.85260944855266e-18
7;ENSG00000169442;8.558629;2.4749873;1.1421756153040501e-17;2.15947336333487e-14
8;ENSG00000223532;8.185238;3.3535368;2.71765975876997e-16;4.62436984552297e-13
9;ENSG00000034510;8.071367;2.40157;6.95149970918208e-16;9.85722658762019e-13
10;ENSG00000211679;7.8933167;3.9248369;2.9425951340199e-15;3.851630676960199e-12
11;ENSG00000198830;7.624373;2.9836476;2.45223768519278e-14;2.98051974651717e-11
12;ENSG00000166295;7.2870646;3.041711;3.1678147801712097e-13;3.59356908662622e-10
13;ENSG00000187514;7.2748036;1.8032966;3.46924571231616e-13;3.68954281504824e-10
14;ENSG00000116251;7.2597713;2.4843316;3.87744936880766e-13;3.88109873291948e-10
15;ENSG00000229074;7.187461;3.148889;6.60072902317809e-13;6.23988916991102e-10
16;ENSG00000205542;7.1593895;1.7594756;8.103726796774899e-13;7.25752711441693e-10
17;ENSG00000125534;7.1125107;2.9139516;1.1395059228102699e-12;9.69491639126975e-10
18;ENSG00000233490;7.006744;3.1074495;2.4392803326312996e-12;1.9765140066692503e-9
19;ENSG00000104904;6.9680347;2.8824995;3.21398413821405e-12;2.48587064072046e-9
20;ENSG00000075624;6.8083024;1.6161804;9.875708198832239e-12;7.001877112972061e-9
21;ENSG00000231679;6.750747;3.3196132;1.47085878902309e-11;1.00112532616068e-8
22;ENSG00000087086;6.593707;2.24633;4.2897835090083296e-11;2.62114410627575e-8
23;ENSG00000166710;6.5929017;2.0889277;4.3131191217513494e-11;2.62114410627575e-8
24;ENSG00000169714;6.545073;2.6351812;5.94662890913112e-11;3.2844560998396e-8
25;ENSG00000288920;6.5412855;3.4471529;6.09923294760644e-11;3.2844560998396e-8
26;ENSG00000233841;6.539398;2.9695244;6.17669224229355e-11;3.2844560998396e-8
27;ENSG00000140264;6.529236;2.4632;6.61061113151816e-11;3.40867148527009e-8
28;ENSG00000276701;6.4702287;2.3477755;9.785475986683969e-11;4.86879096912787e-8
29;ENSG00000105369;6.466731;1.8178546;1.00145559426114e-10;4.86879096912787e-8
30;ENSG00000121966;6.257718;1.9071301;3.9065072236221803e-10;1.79657099776094e-7
32;ENSG00000137818;6.2070127;1.6056283;5.40013172075779e-10;2.3561190092414e-7
33;ENSG00000124172;6.178017;2.2812643;6.49117335909102e-10;2.76134514695732e-7
34;ENSG00000211677;6.1460915;3.0999632;7.94154331149785e-10;3.29593417044994e-7
35;ENSG00000105640;6.109032;1.7818685;1.0023705035658502e-9;3.96658988108755e-7
36;ENSG00000215845;6.003569;2.5561488;1.9302670107364e-9;7.29898298993125e-7
37;ENSG00000007312;5.974653;2.5755334;2.3058088617100402e-9;8.52948773714306e-7
38;ENSG00000111348;5.915883;2.0591683;3.30099690447099e-9;1.17020340263497e-6
39;ENSG00000156467;5.910327;2.3520308;3.4142967658524204e-9;1.18566681158663e-6
40;ENSG00000089009;5.894186;2.1519942;3.76532991333602e-9;1.28141707610651e-6
41;ENSG00000237550;5.885515;2.2849846;3.9681636522932e-9;1.32396613151806e-6
42;ENSG00000111229;5.8788896;2.227342;4.13027372563808e-9;1.35155264837418e-6
43;ENSG00000092841;5.8642797;2.3005311;4.5108623741063805e-9;1.44824215392064e-6
44;ENSG00000089157;5.827062;1.7499125;5.641161546193211e-9;1.77759268277822e-6
45;ENSG00000196262;5.7783623;2.3567805;7.54312005982285e-9;2.29364924902245e-6
46;ENSG00000226826;5.7782435;2.1709445;7.5484460475586e-9;2.29364924902245e-6
47;ENSG00000288199;5.7676196;2.0267284;8.039911455925851e-9;2.40012514621113e-6
48;ENSG00000276849;5.7375417;2.4632423;9.60606226445861e-9;2.81821992227634e-6
49;ENSG00000204287;5.693857;2.0654109;1.24201025150907e-8;3.52234107327973e-6
50;ENSG00000243678;5.6115427;2.3352475;2.00530795736743e-8;5.59382298402691e-6
51;ENSG00000051523;5.5721474;1.981809;2.51618415905367e-8;6.79609359531067e-6
52;ENSG00000128340;5.523619;2.434896;3.32086780869903e-8;8.82935728637853e-6
53;ENSG00000131469;5.5014734;2.5436585;3.76630502916089e-8;9.85960713480027e-6
54;ENSG00000206493;5.488157;2.0629861;4.06149393156059e-8;1.04712698090053e-5
55;ENSG00000142669;5.453473;2.4592528;4.93954168521817e-8;1.23843619009248e-5
56;ENSG00000277263;5.45313;2.127707;4.94908679632634e-8;1.23843619009248e-5
57;ENSG00000172757;5.435735;2.4061232;5.45709095202198e-8;1.34576608173342e-5
58;ENSG00000147403;5.4003124;1.3185772;6.65248966495382e-8;1.61712520198363e-5
59;ENSG00000130755;5.3931065;2.3097205;6.92498572261807e-8;1.65965573318407e-5
60;ENSG00000188846;5.372927;1.8507017;7.74686195150561e-8;1.83084170787249e-5
61;ENSG00000241468;5.356245;2.2738235;8.49691760536604e-8;1.98059657497135e-5
62;ENSG00000175567;5.331631;2.3230226;9.73343588568849e-8;2.23816412203885e-5
63;ENSG00000225890;5.2809653;2.1853282;1.28505110177673e-7;2.91552393971105e-5
64;ENSG00000213741;5.219714;2.2608662;1.79199278687798e-7;3.96007133266437e-5
65;ENSG00000110700;5.1630826;1.793476;2.42915641502263e-7;5.23221842506647e-5
66;ENSG00000270800;5.129046;1.9733493;2.91214553585352e-7;6.19413355476044e-5
67;ENSG00000135390;5.0339823;2.1302066;4.80394072367046e-7;9.84804907754877e-5
68;ENSG00000170315;5.031699;2.1223013;4.86151929075045e-7;9.84804907754877e-5
69;ENSG00000136942;5.028347;2.2968094;4.94726416778365e-7;9.9038408328243e-5
70;ENSG00000122026;5.0117702;2.2932644;5.3931514379055e-7;1.0548260329586e-4
71;ENSG00000172809;5.00467;2.2367764;5.59577912680767e-7;1.0698626699074e-4
72;ENSG00000196683;5.0011597;2.3642602;5.69865537458133e-7;1.0774257761541e-4
73;ENSG00000147604;4.9931355;2.2926385;5.94069334563694e-7;1.1022304997945e-4
74;ENSG00000228474;4.992528;2.0453374;5.95940326640188e-7;1.1022304997945e-4
75;ENSG00000177600;4.9657235;2.0495586;6.84454256108722e-7;1.2459364332887e-4
76;ENSG00000198034;4.964641;1.8534442;6.88281762630102e-7;1.2459364332887e-4
77;ENSG00000135940;4.9564323;2.1245883;7.17993882691362e-7;1.2860404113553e-4
78;ENSG00000171863;4.940001;1.9801586;7.81221558571694e-7;1.381053552728e-4
79;ENSG00000105372;4.9384966;1.9486613;7.87271947664688e-7;1.381053552728e-4
80;ENSG00000170296;4.9226856;1.9343619;8.53645502488049e-7;1.4822073337078e-4
81;ENSG00000273594;4.8787503;1.9067614;1.06760158122335e-6;1.8298027809751e-4
82;ENSG00000142168;4.877325;2.0215578;1.07534248999477e-6;1.8298027809751e-4
83;ENSG00000241343;4.8316607;2.1823926;1.35398920713913e-6;2.281136668186e-4
84;ENSG00000164919;4.8180275;2.0566232;1.44984514466979e-6;2.4186828413432e-4
85;ENSG00000265681;4.8079047;1.6951363;1.52520477493857e-6;2.5196975194519e-4
86;ENSG00000162244;4.803391;2.021802;1.56000817392324e-6;2.5524133737959e-4
87;ENSG00000167526;4.771083;1.6750842;1.83238103166671e-6;2.9695043461753e-4
88;ENSG00000272901;4.7637844;1.8741107;1.89995380988389e-6;3.04996358764e-4
89;ENSG00000211899;4.707153;1.9289052;2.51200442653389e-6;3.9578025298056e-4
90;ENSG00000229833;4.7000394;2.0783002;2.60111365083888e-6;4.0606009066673e-4
91;ENSG00000285246;4.690405;2.054165;2.72664825201991e-6;4.2178769687609e-4
92;ENSG00000112695;4.684796;1.9627124;2.80238994134244e-6;4.2576310037395e-4
93;ENSG00000285390;4.663125;2.114921;3.1144312331062e-6;4.6898373329677e-4
94;ENSG00000112306;4.659443;1.7038112;3.17066119497169e-6;4.7326290257577e-4
95;ENSG00000083845;4.6534643000000004;1.9478242;3.26403896325892e-6;4.8296423477229e-4
96;ENSG00000255302;4.63281;1.9309967;3.60735659502547e-6;5.2500730245209e-4
97;ENSG00000223448;4.6326647;1.8471766;3.60988801051336e-6;5.2500730245209e-4
98;ENSG00000140319;4.629814;2.0634499;3.65994224645216e-6;5.2777607852228e-4
99;ENSG00000118816;4.6133037;2.0121374;3.96318621571129e-6;5.6670232476086e-4
0;ENSG00000282350;13.616004;9.297631;3.2169311147575196e-42;5.47392998487139e-38
1;ENSG00000211973;13.418901;8.124482;4.68609443411612e-41;3.98692914454599e-37
2;ENSG00000121966;10.521067;2.5094168;6.908685413587099e-26;3.9186063665866e-22
3;ENSG00000133639;9.713174;1.2031407;2.64956282791524e-22;9.01699221596114e-19
4;ENSG00000228987;9.572266;4.3922153;1.04588523782567e-21;2.96613053447359e-18
5;ENSG00000227993;9.41092;4.341976;4.91813208486471e-21;1.19552765080083e-17
6;ENSG00000265972;8.134873;1.5607524;4.12367900465707e-16;7.7965024381383e-13
7;ENSG00000236884;7.904529;3.7205808;2.68948525535567e-15;4.5764281105132e-12
8;ENSG00000229074;7.6862864;3.6764202;1.51467412321534e-14;1.9825919138947797e-11
9;ENSG00000225890;7.4167404;3.1863327;1.20038085658112e-13;1.36171204370562e-10
10;ENSG00000140264;6.8968763;1.7577018;5.31584387363587e-12;5.32084702081106e-9
11;ENSG00000034510;6.868751;1.7168854;6.47665133686011e-12;6.12259439711176e-9
12;ENSG00000233490;6.6526866;2.98325;2.8779039468662797e-11;2.33192445523222e-8
13;ENSG00000198830;6.3359275;1.6713525;2.3591760537466e-10;1.60574958922209e-7
14;ENSG00000104904;6.045368;1.8297166;1.49069121275912e-9;8.01499389273368e-7
15;ENSG00000023445;6.0435834;2.146199;1.5072861105282e-9;8.01499389273368e-7
16;ENSG00000228299;5.879202;3.045314;4.122494611299061e-9;2.0390750363402e-6
19;ENSG00000280411;5.7512527;5.220617;8.8584512780133e-9;4.07392991747769e-6
20;ENSG00000225698;5.64866;8.561185;1.61702997205711e-8;7.07957795650751e-6
21;ENSG00000278042;5.6437125;8.445405;1.66421672696462e-8;7.07957795650751e-6
22;ENSG00000236418;5.601644;2.4014022;2.1232824851157e-8;8.812140187007e-6
23;ENSG00000211899;5.4536514;1.5015564;4.934583149264e-8;1.95271783413666e-5
24;ENSG00000124172;5.3344455;1.3923385;9.58370817234359e-8;3.50644672590946e-5
25;ENSG00000282399;5.301344;5.826735;1.14953175254518e-7;4.07509006277267e-5
26;ENSG00000051523;5.2352962;1.2742919;1.64720299866213e-7;5.61045591848278e-5
27;ENSG00000163041;5.191752;1.3979921;2.08324520291814e-7;6.82216869278801e-5
28;ENSG00000140319;5.0310955;1.1911807;4.87685684953317e-7;1.4558701079238e-4
29;ENSG00000231679;5.0119233;2.6590328;5.38886804052885e-7;1.5711944208263e-4
30;ENSG00000175567;5.009829;1.676786;5.44784149205193e-7;1.5711944208263e-4
31;ENSG00000230708;4.9670153;2.850603;6.79912006282572e-7;1.8966201145744e-4
33;ENSG00000226260;4.908403;1.1872611;9.18209652504788e-7;2.4800405471462e-4
34;ENSG00000100721;4.9006443;2.3102114;9.55228263474829e-7;2.5397131455137e-4
36;ENSG00000274950;4.7408733;2.1427426;2.12798978331332e-6;5.0291491878971e-4
37;ENSG00000162894;4.7277875;1.5192087;2.26979601192369e-6;5.1497131918524e-4
39;ENSG00000282657;4.6121373;1.6693381;3.9854978089325e-6;8.5844595844044e-4
42;ENSG00000067560;4.3691845;1.0847247;1.24711361136733e-5;0.00246062061478238
43;ENSG00000139644;4.3203692;1.1083564;1.5576844183251e-5;0.00297815259126067
44;ENSG00000172183;4.309982;1.290959;1.63267883985047e-5;0.0030868514598773
45;ENSG00000092820;4.243119;1.0623579;2.20434473602644e-5;0.00403323978798128
46;ENSG00000162511;4.228459;1.173809;2.35297482523643e-5;0.00425938506661948
47;ENSG00000211592;4.1700435;1.6289799;3.04541585430655e-5;0.00534235012132785
48;ENSG00000087086;4.1327677;1.2647088;3.58420874677133e-5;0.0060988896035061
49;ENSG00000066923;4.1030397;2.257654;4.07756819269127e-5;0.00678889864298711
51;ENSG00000277359;4.077571;1.8413938;4.55086304945361e-5;0.00737499863328596
52;ENSG00000196262;3.9370422;1.1085241;8.24921074555233e-5;0.0123130324602034
54;ENSG00000184897;3.8306265;2.4586625;1.2781738564669e-4;0.0179747159848275
55;ENSG00000170873;3.672978;1.3080585;2.397402626958e-4;0.0320709832206482
56;ENSG00000288920;3.6655424;1.6553618;2.4681491615051e-4;0.0325566094047836
57;ENSG00000147168;3.6630123;1.0403277;2.4926649452722e-4;0.0326270666990409
59;ENSG00000276849;3.596515;1.2841051;3.2250914143292e-4;0.0394806874145518
62;ENSG00000166710;3.3830652;1.4718599;7.1681637205108e-4;0.0717491022754195
65;ENSG00000170889;3.3045359;1.7174665;9.5133777490848e-4;0.0904355507142054
66;ENSG00000077238;3.270999;1.5533576;0.00107168269375858;0.0996489219507981
68;ENSG00000226826;3.2372513;1.1968399;0.00120687070234071;0.107518910319526
71;ENSG00000105372;3.1545055;1.0800142;0.00160770371704607;0.13610291765799
76;ENSG00000142227;3.095612;1.2658863;0.00196407117529771;0.159907345066344
77;ENSG00000215030;3.0548506;1.6448127;0.00225172671898755;0.171817855830906
80;ENSG00000206240;2.9862025;1.3342191;0.0028246546330999;0.203245029097237
83;ENSG00000105640;2.9344072;1.0086547;0.00334185320398411;0.228373390036119
85;ENSG00000116251;2.874249;1.2684486;0.00404989579091521;0.266073462464143
86;ENSG00000274646;2.8289475;1.399041;0.00467013649720171;0.296518815807404
88;ENSG00000276708;2.8053198;1.8893807;0.00502666733168253;0.314462394543786
91;ENSG00000169413;2.6922138;1.920727;0.00709794556067187;0.403410698049492
93;ENSG00000227715;2.6796339;1.6018556;0.00737027371285585;0.413902896032855
95;ENSG00000232126;2.6611507;1.8229854;0.0077874121814613;0.425393427154942
98;ENSG00000229833;2.5546646;1.0129066;0.0106290149847744;0.515280111056754
0;ENSG00000282151;15.893689;16.55581;7.00785523196577e-57;1.1924566462713e-52
1;ENSG00000232216;15.711622;16.381172;1.2591458519563999e-55;1.0712812908445e-51
2;ENSG00000277856;12.348854;16.665115;4.94099899338089e-35;2.8025346290456397e-31
3;ENSG00000206240;4.218675;1.6686332;2.45742062326499e-5;0.104538673313693
4;ENSG00000206305;3.733912;2.3345966;1.8852845311486e-4;0.641600031640511
6;ENSG00000230708;3.0654485;1.8300873;0.00217343856417404;0.999986424783134
7;ENSG00000215030;3.0567544;1.8911473;0.00223747620571782;0.999986424783134
8;ENSG00000227993;2.9075074;1.8024652;0.00364321767993613;0.999986424783134
9;ENSG00000182944;2.8785496;1.3697258;0.00399508558806144;0.999986424783134
10;ENSG00000100721;2.8519397;1.8432022;0.00434533561587622;0.999986424783134
11;ENSG00000158517;2.7437134;1.402488;0.00607485351099825;0.999986424783134
12;ENSG00000162894;2.707831;1.4661111;0.00677245141983751;0.999986424783134
13;ENSG00000133316;2.6907659;1.447172;0.00712882051449237;0.999986424783134
14;ENSG00000175567;2.6484861;1.40132;0.00808531846455314;0.999986424783134
15;ENSG00000117362;2.5408723;1.2380877;0.0110576255421643;0.999986424783134
16;ENSG00000121966;2.4820209;1.1717578;0.0130639587007517;0.999986424783134
17;ENSG00000023445;2.4582865;1.1444888;0.0139601784429524;0.999986424783134
18;ENSG00000143297;2.4582694;1.6440296;0.0139608398939879;0.999986424783134
19;ENSG00000132185;2.4354877;1.4403249;0.0148717322786509;0.999986424783134
20;ENSG00000136490;2.4341605;1.2651417;0.0149263725304245;0.999986424783134
21;ENSG00000137100;2.3706472;1.6125536;0.0177569690632171;0.999986424783134
22;ENSG00000062582;2.3647435;1.7534071;0.0180425674957142;0.999986424783134
25;ENSG00000231679;2.2916853;1.5322982;0.0219238135104771;0.999986424783134
26;ENSG00000233490;2.2613664;1.2929631;0.0237365863482375;0.999986424783134
27;ENSG00000108312;2.2086399;1.7356465;0.0271997020860912;0.999986424783134
28;ENSG00000282657;2.205101;1.0571094;0.0274470132957535;0.999986424783134
29;ENSG00000166295;2.1988397;1.1311203;0.0278893177097449;0.999986424783134
30;ENSG00000196092;2.188308;1.2745881;0.0286471676775146;0.999986424783134
31;ENSG00000075624;2.1495502;1.0118228;0.0315908130308749;0.999986424783134
34;ENSG00000198502;2.135003;1.3712499;0.0327607489490801;0.999986424783134
36;ENSG00000100991;2.1252882;2.2033443;0.0335625725354228;0.999986424783134
37;ENSG00000121851;2.1169853;1.4154751;0.0342610903496934;0.999986424783134
38;ENSG00000169609;2.0662665;1.6224276;0.038803314063526;0.999986424783134
39;ENSG00000111276;2.0657732;1.1932791;0.0388499011139007;0.999986424783134
40;ENSG00000175334;2.0516515;1.3625853;0.0402035378602316;0.999986424783134
41;ENSG00000198740;2.0454755;1.9611269;0.0408080051283867;0.999986424783134
43;ENSG00000181090;2.0234933;1.2726269;0.043022306665936;0.999986424783134
44;ENSG00000163463;2.0196993;1.139452;0.0434145936415573;0.999986424783134
46;ENSG00000255339;1.9979894;1.119778;0.045717813115656;0.999986424783134
47;ENSG00000104921;1.9970195;1.116579;0.0458230575068447;0.999986424783134
48;ENSG00000189241;1.9946547;1.2576905;0.046080562115926;0.999986424783134
49;ENSG00000101160;1.9875598;1.5905659;0.0468603986644195;0.999986424783134
51;ENSG00000090487;1.9666495;1.7652016;0.0492236260823942;0.999986424783134
53;ENSG00000162825;1.96112;1.2874604;0.0498650258656264;0.999986424783134
55;ENSG00000119335;1.9549439;1.0032654;0.0505896902298043;0.999986424783134
59;ENSG00000084234;1.9315836;1.4209279;0.0534109118685839;0.999986424783134
60;ENSG00000100280;1.9273642;1.3971541;0.0539342573178875;0.999986424783134
61;ENSG00000108639;1.9166794;1.0654646;0.0552786732060861;0.999986424783134
62;ENSG00000119720;1.9126301000000001;1.7150126;0.0557954272132219;0.999986424783134
64;ENSG00000048471;1.9021324;1.0858047;0.0571538442604898;0.999986424783134
65;ENSG00000104904;1.8922642;1.3542855;0.0584557750676968;0.999986424783134
66;ENSG00000152332;1.8914816;1.2692351;0.0585600775981128;0.999986424783134
68;ENSG00000275618;1.8729364;1.2904038;0.0610771703836348;0.999986424783134
70;ENSG00000078589;1.8660967;1.1665493;0.0620278305898499;0.999986424783134
71;ENSG00000257727;1.8631363;1.3254895;0.0624430905111941;0.999986424783134
72;ENSG00000135506;1.8550377;1.1922191;0.0635908513341325;0.999986424783134
74;ENSG00000118705;1.8375642;1.1536657;0.0661266403059344;0.999986424783134
78;ENSG00000163382;1.8110564;1.8700602;0.0701321179713201;0.999986424783134
79;ENSG00000066923;1.806956;1.2229892;0.0707691325785309;0.999986424783134
80;ENSG00000152804;1.8037914;1.4990773;0.0712640081101514;0.999986424783134
82;ENSG00000284980;1.7993678;1.2423612;0.0719605199138881;0.999986424783134
85;ENSG00000182487;1.792443;1.0226215;0.0730620167408308;0.999986424783134
86;ENSG00000075785;1.789993;1.005251;0.073455024193750093;0.999986424783134
87;ENSG00000128609;1.7890743;1.1377001;0.0736028470343869;0.999986424783134
88;ENSG00000138032;1.7890062;1.2890263;0.0736138065448755;0.999986424783134
89;ENSG00000277263;1.787526;1.1481801;0.0738525062357707;0.999986424783134
90;ENSG00000092094;1.7865223;1.2402843;0.0740147428337541;0.999986424783134
91;ENSG00000100519;1.7799208;1.12591;0.0750889258612645;0.999986424783134
92;ENSG00000165506;1.7763989;1.4483055;0.0756671950909596;0.999986424783134
95;ENSG00000163848;1.7641488;1.1804389;0.0777069310832953;0.999986424783134
